blind_id,pmid,source_abstract_sha256,model_output
HR-0194,18511439,97fb86bae62864f5f1fab0fdc692fdbee6a7617659d8b7c105699bf3dfc1c189,"{
  ""study"": {
    ""design"": ""randomized controlled trial"",
    ""year"": null,
    ""sample_size"": ""80"",
    ""follow_up"": ""measurements after induction of anaesthesia and after 3, 6, 12, and 24 h""
  },
  ""population"": {
    ""age"": ""control group mean 66 (SD 10) years, range 40-84; SPV group mean 61 (SD 16) years, range 26-100"",
    ""age_criteria"": null,
    ""sex"": ""44 female and 36 male"",
    ""weight"": null,
    ""key_characteristics"": ""patients undergoing elective major abdominal surgery""
  },
  ""intervention"": {
    ""name"": ""SPV-guided intraoperative fluid management"",
    ""dose"": ""fluid management guided by SPV >10%; reported infusion volumes were median 4865 vs 4330 ml, with SPV-guided treatment described as associated with slightly increased fluid administration"",
    ""frequency"": ""intraoperative titration triggered by SPV >10%"",
    ""duration"": ""intraoperative period""
  },
  ""outcomes"": [
    {
      ""measure"": ""systolic pressure variation (SPV)"",
      ""timepoint"": ""3 h"",
      ""effect"": ""significantly higher in the control group (P=0.04)"",
      ""ci"": null
    },
    {
      ""measure"": ""systolic pressure variation (SPV)"",
      ""timepoint"": ""6 h"",
      ""effect"": ""significantly higher in the control group (P=0.01)"",
      ""ci"": null
    },
    {
      ""measure"": ""Deltadown"",
      ""timepoint"": ""3 h"",
      ""effect"": ""significantly higher in the control group (P=0.005)"",
      ""ci"": null
    },
    {
      ""measure"": ""Deltadown"",
      ""timepoint"": ""6 h"",
      ""effect"": ""significantly higher in the control group (P=0.01)"",
      ""ci"": null
    },
    {
      ""measure"": ""indocyanine green plasma disappearance rate (ICG-PDR)"",
      ""timepoint"": ""baseline and 24 h"",
      ""effect"": ""28.5 (7.9) and 22.7 (7.8) vs 23.9 (6.9) and 26.1 (5.9) % min^-1"",
      ""ci"": null
    },
    {
      ""measure"": ""central venous O2 saturation (ScvO2)"",
      ""timepoint"": ""baseline and 24 h"",
      ""effect"": ""77.7 (6.6) and 72.6 (5.5) vs 79.3 (7.1) and 72.8 (6.7) %"",
      ""ci"": null
    },
    {
      ""measure"": ""lactate"",
      ""timepoint"": ""baseline and 24 h"",
      ""effect"": ""1.0 (0.4) and 1.2 (0.6) vs 0.9 (0.2) and 1.3 (0.5) mmol litre^-1"",
      ""ci"": null
    },
    {
      ""measure"": ""length of mechanical ventilation"",
      ""timepoint"": ""postoperative"",
      ""effect"": ""comparable between groups"",
      ""ci"": null
    },
    {
      ""measure"": ""ICU stay"",
      ""timepoint"": ""postoperative"",
      ""effect"": ""comparable between groups"",
      ""ci"": null
    },
    {
      ""measure"": ""mortality"",
      ""timepoint"": ""not specified"",
      ""effect"": ""comparable between groups"",
      ""ci"": null
    },
    {
      ""measure"": ""gastric mucosal CO2 tension"",
      ""timepoint"": ""after induction of anaesthesia and after 3, 6, 12, and 24 h"",
      ""effect"": ""measured; no numerical results reported"",
      ""ci"": null
    },
    {
      ""measure"": ""bilirubin"",
      ""timepoint"": ""after induction of anaesthesia and after 3, 6, 12, and 24 h"",
      ""effect"": ""measured; no numerical results reported"",
      ""ci"": null
    },
    {
      ""measure"": ""creatinine"",
      ""timepoint"": ""after induction of anaesthesia and after 3, 6, 12, and 24 h"",
      ""effect"": ""measured; no numerical results reported"",
      ""ci"": null
    }
  ],
  ""safety"": [
    {
      ""event"": ""mortality"",
      ""rate"": ""comparable between groups; no numerical rate reported""
    }
  ],
  ""other_facts"": ""Control group n=40 and SPV group n=40. Patient characteristics were comparable. Duration of surgery was 5.8 (2.5) vs 5.4 (2.5) h. Infusion volumes were median 4865 vs 4330 ml and described as comparable, while the conclusion states SPV-guided treatment was associated with slightly increased fluid administration. The SPV trigger was >10%. The background states that dynamic variables such as SPV are superior to filling pressures for assessing fluid responsiveness."",
  ""summary"": ""In 80 patients undergoing elective major abdominal surgery, SPV-guided intraoperative fluid management, compared with routine care, was associated with slightly increased fluid administration but similar organ perfusion and function.""
}"
HR-0195,31139182,fb1c9c2824271e1651c9d51472308164a06f7dbf2f174c16baf9af52324afdcb,"{
  ""study"": {
    ""design"": ""nested case-control and family-based association study"",
    ""year"": ""2008-2016"",
    ""sample_size"": 420,
    ""follow_up"": null
  },
  ""population"": {
    ""age"": null,
    ""age_criteria"": ""children and adolescents"",
    ""sex"": null,
    ""weight"": null,
    ""key_characteristics"": ""laboratory-confirmed influenza infection and influenza-related sepsis""
  },
  ""intervention"": {
    ""name"": null,
    ""dose"": null,
    ""frequency"": null,
    ""duration"": null
  },
  ""outcomes"": [
    {
      ""measure"": ""Mortality"",
      ""timepoint"": null,
      ""effect"": ""30 (7%)"",
      ""ci"": null
    },
    {
      ""measure"": ""Acute lung injury (ALI)"",
      ""timepoint"": null,
      ""effect"": ""159 (38%)"",
      ""ci"": null
    },
    {
      ""measure"": ""Septic shock"",
      ""timepoint"": null,
      ""effect"": ""165 (39%)"",
      ""ci"": null
    },
    {
      ""measure"": ""Bacterial co-infection"",
      ""timepoint"": null,
      ""effect"": ""133 (32%)"",
      ""ci"": null
    },
    {
      ""measure"": ""MRSA co-infection"",
      ""timepoint"": null,
      ""effect"": ""33 (8%)"",
      ""ci"": null
    },
    {
      ""measure"": ""Association of MRSA co-infection with death"",
      ""timepoint"": null,
      ""effect"": ""p < 0.0001"",
      ""ci"": null
    },
    {
      ""measure"": ""Carriage of one or more B alleles in children that died"",
      ""timepoint"": null,
      ""effect"": ""OR 2.3"",
      ""ci"": null
    },
    {
      ""measure"": ""Carriage of B alleles in influenza MRSA-related death (vs. survivors)"",
      ""timepoint"": null,
      ""effect"": ""OR 14.5"",
      ""ci"": null
    },
    {
      ""measure"": ""Association of MBL2 variants with influenza-related critical illness susceptibility"",
      ""timepoint"": null,
      ""effect"": ""No association"",
      ""ci"": null
    },
    {
      ""measure"": ""Association of MBL2 variants with admission illness severity, septic shock, ALI, or bacterial co-infection diagnosis"",
      ""timepoint"": null,
      ""effect"": ""No association"",
      ""ci"": null
    }
  ],
  ""safety"": [],
  ""other_facts"": ""Autopsy cohort of 105 influenza-infected young people: carriage of MBL2_Gly54Asp('B') mutation identified in 5 of 8 individuals that died from influenza-MRSA co-infection. Study conducted across 38 pediatric intensive care units. Sequenced MBL2 variants: rs11003125('H/L'), rs7096206('Y/X'), rs1800450Gly54Asp('B'), rs1800451Gly57Glu('C'), rs5030737Arg52Cys('D'). Compared complement activity in low-producing homozygotes ('B/B,' 'C/C') to HYA/HYA controls. Population control of 1,142 healthy children. Family trios included 633 biologic parents. MRSA co-infection present in 11 of 30 children that died (37%). 7 of 11 with influenza MRSA-related death had B allele carriage vs. 2 of 22 survivors. p-value for B allele carriage in mortality was 0.007; p-value for B allele carriage in influenza MRSA-related death was 0.0002."",
  ""summary"": ""This study found that MBL2 variants that decrease MBL levels were not associated with susceptibility to or severity of pediatric influenza-related critical illness, but confirmed a prior report of higher B allele carriage in young individuals with influenza-MRSA associated death.""
}"
HR-0196,23611640,2781ebac1be70d0397c3549e74d436923d8369d3676ac2cdd5704a1c221f04b0,"```json
{
  ""study"": {
    ""design"": ""reliability/feasibility study"",
    ""year"": null,
    ""sample_size"": 9,
    ""follow_up"": ""2 weeks""
  },
  ""population"": {
    ""age"": null,
    ""age_criteria"": "">75 years of age"",
    ""sex"": null,
    ""weight"": null,
    ""key_characteristics"": ""older adults living in homes""
  },
  ""intervention"": {
    ""name"": ""MobileCare Monitor system"",
    ""dose"": null,
    ""frequency"": ""continuous monitoring with daily phone calls for system tests"",
    ""duration"": ""2 weeks""
  },
  ""outcomes"": [
    {
      ""measure"": ""system reliability metrics (except pulse oximeter)"",
      ""timepoint"": ""over 2-week study period"",
      ""effect"": ""73% to 92%"",
      ""ci"": null
    },
    {
      ""measure"": ""data concurrence for proximal and distal readings"",
      ""timepoint"": ""over 2-week study period"",
      ""effect"": ""exceeded 88%"",
      ""ci"": null
    },
    {
      ""measure"": ""system usability following pulse oximeter firmware update"",
      ""timepoint"": ""over 2-week study period"",
      ""effect"": ""82% to 97%"",
      ""ci"": null
    },
    {
      ""measure"": ""watch-wearing adherence within the home"",
      ""timepoint"": ""over 2-week study period"",
      ""effect"": ""about 80%"",
      ""ci"": null
    },
    {
      ""measure"": ""study effectiveness (proportion of potential measurements obtained)"",
      ""timepoint"": ""over 2-week study period"",
      ""effect"": ""88%"",
      ""ci"": null
    }
  ],
  ""safety"": [],
  ""other_facts"": ""3,436 of 3,906 potential measurements were obtained; watch-wearing requested time was 10 h/day; system included wireless wristwatch with sensors for location, temperature, and impacts, a panic button, and mesh network connected to blood pressure cuff, pulse oximeter, weight scale, and survey-administering device; daily phone calls instructed participants to conduct system tests and reminded them to fill out surveys and daily diaries; phone reports and participant diary entries were checked against data received at a secure server; pulse oximeter had lower reliability than other system components; adherence likely exceeded 10 h/day requested time given inability to assess watch-wearing when participants left the house"",
  ""summary"": ""The MobileCare Monitor system, a wireless wristwatch-based real-time health monitoring system with connected third-party devices, was found to be quite effective (88% study effectiveness) in providing accurate remote health data when installed in homes of nine older adults over a 2-week period.""
}
```"
HR-0197,23305454,b3e21aa4b2ef28061933c4e3284126466470892a93bff53070f5807ab328ba7a,"{
  ""study"": {
    ""design"": ""cross-sectional study"",
    ""year"": null,
    ""sample_size"": 250,
    ""follow_up"": null
  },
  ""population"": {
    ""age"": ""64 ± 11 years"",
    ""age_criteria"": null,
    ""sex"": null,
    ""weight"": null,
    ""key_characteristics"": ""Resistant hypertension (RH)""
  },
  ""intervention"": {
    ""name"": null,
    ""dose"": null,
    ""frequency"": null,
    ""duration"": null
  },
  ""outcomes"": [
    {
      ""measure"": ""Prevalence of LAE"",
      ""timepoint"": null,
      ""effect"": ""10.0%"",
      ""ci"": ""95% CI 6.3-13.7""
    },
    {
      ""measure"": ""Prevalence of LVH"",
      ""timepoint"": null,
      ""effect"": ""57.1%"",
      ""ci"": ""95% CI 50.8-63.5""
    },
    {
      ""measure"": ""Independent association of night-time PP with LAE"",
      ""timepoint"": null,
      ""effect"": ""OR for 5 mmHg = 1.28"",
      ""ci"": ""95% CI 1.24-1.32""
    }
  ],
  ""safety"": [],
  ""other_facts"": ""Compared with patients with normal atrium size, those exhibiting LAE were older, more frequently women, had elevated pulse pressure (PP) measured both at the office and by ABPM, and showed higher prevalence of LVH (83% vs 54%; p = 0.016). Logistic regression analysis adjusted for age, gender, body mass index, left ventricular mass index and BP pressure estimates. p-value for night-time PP association = 0.001."",
  ""summary"": ""This cross-sectional study of 250 patients with resistant hypertension found that elevated night-time pulse pressure was independently associated with left atrial enlargement, in addition to age and left ventricular hypertrophy.""
}"
HR-0198,16989706,17eca06c02ab2e8fb6ec0014443b73d1b4230d21d85a77c7d571b1ededde1ccf,"{
  ""study"": {
    ""design"": ""retrospective review"",
    ""year"": null,
    ""sample_size"": ""324"",
    ""follow_up"": null
  },
  ""population"": {
    ""age"": ""Group I 37.7 +/- 10.9 years; Group II 44.0 +/- 5.5 years"",
    ""age_criteria"": null,
    ""sex"": ""Group I 72.7% female; Group II 40.0% female"",
    ""weight"": null,
    ""key_characteristics"": ""Bariatric patients reviewed retrospectively; substantially elevated plasma CK after operation in 4.9% (16/324); Group I n=11 (68.8%) with CK 1050-8000 IU/L and no conspicuous muscle pain, weakness or swelling; Group II n=5 (31.2%) with CK >8000 IU/L and severe pain and dysfunction.""
  },
  ""intervention"": {
    ""name"": ""bariatric operation"",
    ""dose"": null,
    ""frequency"": null,
    ""duration"": null
  },
  ""outcomes"": [
    {
      ""measure"": ""CK concentration"",
      ""timepoint"": ""after operation"",
      ""effect"": ""Group I 2811 +/- 952 IU/L vs Group II 28136 +/- 19000 IU/L; P<0.001"",
      ""ci"": null
    },
    {
      ""measure"": ""frequency of renal failure"",
      ""timepoint"": ""after operation"",
      ""effect"": ""Group I 0% vs Group II 40.0%; P<0.05"",
      ""ci"": null
    },
    {
      ""measure"": ""need for hemodialysis"",
      ""timepoint"": ""after operation"",
      ""effect"": ""danger only in patients with massive CK elevation and muscle pain"",
      ""ci"": null
    },
    {
      ""measure"": ""mortality"",
      ""timepoint"": ""after operation"",
      ""effect"": ""early diagnosis, fluid replenishment and general supportive therapy probably contributed to avert mortality"",
      ""ci"": null
    }
  ],
  ""safety"": [
    {
      ""event"": ""substantially elevated plasma CK after operation"",
      ""rate"": ""4.9% (16/324)""
    },
    {
      ""event"": ""renal failure in Group I"",
      ""rate"": ""0%""
    },
    {
      ""event"": ""renal failure in Group II"",
      ""rate"": ""40.0%""
    },
    {
      ""event"": ""severe pain and dysfunction in Group II"",
      ""rate"": ""31.2% of affected population (5/16)""
    }
  ],
  ""other_facts"": ""Rhabdomyolysis is a recently recognized complication of bariatric operations; it is not known whether CK levels along with clinical markers can define course and outcome. Group I subjects compared with Group II were younger (P<0.05) and predominantly female (P<0.05). Peak CK values were lower in Group I (P<0.001). No difference was detected regarding preoperative BMI (50.8 +/- 8.1 vs 54.6 +/- 7.0 kg/m2, NS), duration of operation (5.3 +/- 1.6 vs 5.6 +/- 2.1 hours, NS), or types of anesthetic drugs (basically fentanyl, nitrogen oxide and halothane/isoflurane). Demographic features, nominally gender and age, were different between the two degrees of RML. Moderate CK increase was very well tolerated and rarely entailed major clinical symptoms."",
  ""summary"": ""In a retrospective review of 324 bariatric patients, substantially elevated postoperative CK occurred in 4.9%, with massive CK elevation and severe muscle pain associated with renal failure risk while moderate CK elevation was well tolerated.""
}"
HR-0199,35457582,a146839996efdd277b1b3dd3c58dec68d30ec8b387b1782fceda39db5850e9e6,"{
  ""study"": {
    ""design"": ""prospective cohort"",
    ""year"": null,
    ""sample_size"": 3083,
    ""follow_up"": null
  },
  ""population"": {
    ""age"": null,
    ""age_criteria"": null,
    ""sex"": ""female"",
    ""weight"": null,
    ""key_characteristics"": ""nonsmoking pregnant women living in Beijing, China; adjusted covariates: age, BMI, ethnicity, education, occupation, parity""
  },
  ""intervention"": {
    ""name"": ""passive smoking exposure"",
    ""dose"": null,
    ""frequency"": ""categorized as <1, 1-6, ≥7 times per week"",
    ""duration"": ""during pregnancy""
  },
  ""outcomes"": [
    {
      ""measure"": ""gestational diabetes mellitus (GDM)"",
      ""timepoint"": ""during pregnancy"",
      ""effect"": 1.37,
      ""ci"": ""1.11-1.70""
    },
    {
      ""measure"": ""GDM for passive smoking level <1 time/week"",
      ""timepoint"": ""during pregnancy"",
      ""effect"": 1.21,
      ""ci"": ""0.94-1.55""
    },
    {
      ""measure"": ""GDM for passive smoking level 1-6 times/week"",
      ""timepoint"": ""during pregnancy"",
      ""effect"": 1.81,
      ""ci"": ""1.22-2.69""
    },
    {
      ""measure"": ""GDM for passive smoking level ≥7 times/week"",
      ""timepoint"": ""during pregnancy"",
      ""effect"": 1.70,
      ""ci"": ""1.02-2.84""
    },
    {
      ""measure"": ""GDM among nulliparous women"",
      ""timepoint"": ""during pregnancy"",
      ""effect"": 1.45,
      ""ci"": ""1.14-1.85""
    }
  ],
  ""safety"": [],
  ""other_facts"": ""Incidence of GDM: 562/3083 (18.23%); prevalence of passive smoking: 779/3083 (25.27%); adjusted for age, BMI, ethnicity, education, occupation, parity; subgroup analysis by frequency of passive smoking and by parity (nulliparous)."",
  ""summary"": ""This prospective cohort study of 3083 nonsmoking pregnant women in Beijing found that passive smoking was associated with an increased risk of gestational diabetes mellitus (adjusted OR 1.37, 95% CI 1.11-1.70), with higher frequency of exposure associated with greater risk, and the association was particularly evident among nulliparous women.""
}"
HR-0200,18295412,98a65cbced8fdb3f763407c9a7ccaae9231ffee525bad30b99a7cd1fe9f646dd,"{
  ""study"": {
    ""design"": ""randomized within-subject controlled cross-over"",
    ""year"": null,
    ""sample_size"": 10,
    ""follow_up"": null
  },
  ""population"": {
    ""age"": null,
    ""age_criteria"": null,
    ""sex"": null,
    ""weight"": null,
    ""key_characteristics"": ""war-related PTSD, chronic, combat-related""
  },
  ""intervention"": {
    ""name"": ""1-h film containing combat footage (traumatic film)"",
    ""dose"": ""1 hour"",
    ""frequency"": ""once"",
    ""duration"": ""1 hour""
  },
  ""outcomes"": [
    {
      ""measure"": ""CSF norepinephrine"",
      ""timepoint"": ""during traumatic film vs neutral film"",
      ""effect"": ""rose"",
      ""ci"": null
    },
    {
      ""measure"": ""CSF CRH"",
      ""timepoint"": ""during traumatic film vs neutral film"",
      ""effect"": ""declined"",
      ""ci"": null
    },
    {
      ""measure"": ""Plasma cortisol"",
      ""timepoint"": ""during stress vs neutral videotape"",
      ""effect"": ""lower"",
      ""ci"": null
    },
    {
      ""measure"": ""Plasma ACTH"",
      ""timepoint"": ""during stress vs neutral videotape"",
      ""effect"": ""similar"",
      ""ci"": null
    },
    {
      ""measure"": ""Mood (100-mm VAS)"",
      ""timepoint"": ""during traumatic film vs neutral film"",
      ""effect"": ""major drop"",
      ""ci"": null
    },
    {
      ""measure"": ""Anxiety (100-mm VAS)"",
      ""timepoint"": ""during traumatic film vs neutral film"",
      ""effect"": ""increased"",
      ""ci"": null
    },
    {
      ""measure"": ""Blood pressure"",
      ""timepoint"": ""during traumatic film vs neutral film"",
      ""effect"": ""increased"",
      ""ci"": null
    },
    {
      ""measure"": ""Correlation between CSF norepinephrine rise and mood drop"",
      ""timepoint"": ""during traumatic film"",
      ""effect"": ""directly correlated"",
      ""ci"": null
    },
    {
      ""measure"": ""Correlation between CSF CRH decline and worsening of anxiety and mood"",
      ""timepoint"": ""during traumatic film"",
      ""effect"": ""correlated"",
      ""ci"": null
    }
  ],
  ""safety"": null,
  ""other_facts"": ""6-h continuous lumbar CSF withdrawal on two occasions per patient (6-9 weeks apart); 10-min interval sampling of CSF CRH, norepinephrine, plasma ACTH, cortisol; 8 of 10 patients completed both procedures; neutral film was 1-h oil painting instruction; blood pressure and heart rate obtained every 10 min from left leg monitor; heart rate change not reported."",
  ""summary"": ""In a randomized crossover study of 10 patients with chronic combat-related PTSD, exposure to a 1-hour traumatic film increased CSF norepinephrine and decreased CSF CRH relative to a neutral film, with corresponding changes in mood and anxiety.""
}"
HR-0201,23288160,60fe5acad02d919d9a48f89e6e664d3d4e6eeed47c0ae4bb0fc69964d185cad0,"```json
{
  ""study"": {
    ""design"": ""case-control"",
    ""year"": null,
    ""sample_size"": ""93 (31 NOX2 deficient women, 31 controls, 31 obese women)"",
    ""follow_up"": null
  },
  ""population"": {
    ""age"": null,
    ""age_criteria"": null,
    ""sex"": ""all female"",
    ""weight"": null,
    ""key_characteristics"": ""NOX2 deficiency carriers: hereditary deficiency of NOX2, the catalytic subunit of NADPH oxidase; controls: matched for sex and age; obese women: matched for sex and age""
  },
  ""intervention"": {
    ""name"": null,
    ""dose"": null,
    ""frequency"": null,
    ""duration"": null
  },
  ""outcomes"": [
    {
      ""measure"": ""flow-mediated dilation"",
      ""timepoint"": null,
      ""effect"": ""NOX2 deficiency carriers: 9.2±5.0% vs controls: 5.7±3.0% (P<0.001); obese women: 3.2±2.1% vs controls (P=0.007)"",
      ""ci"": null
    },
    {
      ""measure"": ""intima-media thickness"",
      ""timepoint"": null,
      ""effect"": ""NOX2 deficiency carriers: 0.50±0.11 mm vs controls: 0.60±0.11 mm (P=0.002); obese women: 0.71±0.15 mm vs controls (P<0.001)"",
      ""ci"": null
    },
    {
      ""measure"": ""urinary isoprostanes"",
      ""timepoint"": null,
      ""effect"": ""NOX2 deficiency carriers: 82.3±46.0 pg/mg creatinine vs controls: 132.6±87.3 pg/mg creatinine (P=0.007); obese women: 182.2±84.6 pg/mg creatinine vs controls (P=0.008)"",
      ""ci"": null
    },
    {
      ""measure"": ""serum NOX2 activity"",
      ""timepoint"": null,
      ""effect"": ""NOX2 deficiency carriers: 12.8±11.9 pg/mL vs controls: 24.9±19.3 pg/mL (P=0.004); obese women: 36.1±18.6 pg/mL vs controls (P=0.008)"",
      ""ci"": null
    },
    {
      ""measure"": ""serum nitrite/nitrate"",
      ""timepoint"": null,
      ""effect"": ""NOX2 deficiency carriers: 30.5±6.3 µmol/L vs controls: 23.8±7.6 µmol/L (P<0.001); obese women: 12.6±4.2 µmol/L vs controls (P<0.001)"",
      ""ci"": null
    },
    {
      ""measure"": ""correlation between flow-mediated dilation and intima-media thickness"",
      ""timepoint"": null,
      ""effect"": ""r=-0.433; P<0.001"",
      ""ci"": null
    },
    {
      ""measure"": ""correlation between flow-mediated dilation and serum NOX2 activity"",
      ""timepoint"": null,
      ""effect"": ""r=-325; P<0.001"",
      ""ci"": null
    },
    {
      ""measure"": ""correlation between flow-mediated dilation and urinary isoprostanes"",
      ""timepoint"": null,
      ""effect"": ""r=-0.314; P=0.002"",
      ""ci"": null
    },
    {
      ""measure"": ""platelet isoprostanes (ex vivo)"",
      ""timepoint"": null,
      ""effect"": ""NOX2 deficiency carriers: lower than controls (P<0.001); obese women: higher than controls (P<0.001)"",
      ""ci"": null
    },
    {
      ""measure"": ""platelet nitrite/nitrate (ex vivo)"",
      ""timepoint"": null,
      ""effect"": ""NOX2 deficiency carriers: higher than controls (P<0.001); obese women: lower than controls (P=0.013)"",
      ""ci"": null
    }
  ],
  ""safety"": [],
  ""other_facts"": ""Study objective: investigate role of NADPH oxidase in human atherosclerosis; hypothesis: reduced activity of NADPH oxidase linked to reduced atherosclerotic burden; NOX2 is the catalytic subunit of NADPH oxidase; flow-mediated dilation and intima-media thickness are surrogate markers of atherosclerosis; measurements also included platelet production of isoprostanes and nitrite/nitrate"",
  ""summary"": ""Women with hereditary NOX2 deficiency, the catalytic subunit of NADPH oxidase, showed reduced atherosclerotic burden with higher flow-mediated dilation and lower intima-media thickness compared with controls, suggesting that oxidative stress generated by this enzymatic pathway is implicated in human atherosclerosis.""
}
```"
HR-0202,39090195,6534754100ef08ce79ae99823ce3ce1fdb21feb532968689dfcdc53bfde31de0,"```json
{
  ""study"": {
    ""design"": ""in vitro"",
    ""year"": null,
    ""sample_size"": null,
    ""follow_up"": null
  },
  ""population"": {
    ""age"": null,
    ""age_criteria"": null,
    ""sex"": null,
    ""weight"": null,
    ""key_characteristics"": ""MDA-MB-231 cells (triple-negative breast cancer cell line)""
  },
  ""intervention"": {
    ""name"": ""glycated nisin"",
    ""dose"": ""10, 20, and 40 µg/mL"",
    ""frequency"": null,
    ""duration"": ""24, 48, and 72 h""
  },
  ""outcomes"": [
    {
      ""measure"": ""IC50 values"",
      ""timepoint"": null,
      ""effect"": ""IC50 values for nisin were higher than those for glycated nisin"",
      ""ci"": null
    },
    {
      ""measure"": ""cell viability"",
      ""timepoint"": null,
      ""effect"": ""glycated nisin at 20 and 40 µg/mL decreased cell viability more than nisin at same concentrations"",
      ""ci"": null
    },
    {
      ""measure"": ""apoptosis rate"",
      ""timepoint"": ""24 h"",
      ""effect"": ""73-81% of cells undergoing apoptosis with glycated nisin at 10, 20, and 40 µg/mL"",
      ""ci"": null
    },
    {
      ""measure"": ""apoptosis rate"",
      ""timepoint"": ""various time points"",
      ""effect"": ""no significant difference in apoptosis rates at different time points for  µg/mL nisin (p > 0.05)"",
      ""ci"": null
    }
  ],
  ""safety"": [],
  ""other_facts"": ""Comparison treatment: nisin (non-glycated) at same concentrations; apoptosis rate with 20 µg/mL nisin was lower compared to other treatment groups; glycated nisin exhibits stronger cytotoxic effects primarily through induction of apoptosis; potential for addressing drug resistance in cancer cells"",
  ""summary"": ""Glycated nisin demonstrated stronger cytotoxic and apoptotic effects against MDA-MB-231 breast cancer cells compared to non-glycated nisin, with 73-81% apoptosis observed after 24 hours at concentrations of 10-40 µg/mL, suggesting potential as an alternative approach to overcome drug resistance in cancer.""
}
```"
HR-0203,41081106,ac23a9a6e1703b0a7fc347a07698abbbfeffcaf2afdb65e457ae4f15135e8933,"{
  ""study"": {
    ""design"": ""cohort"",
    ""year"": null,
    ""sample_size"": 71,
    ""follow_up"": null
  },
  ""population"": {
    ""age"": null,
    ""age_criteria"": null,
    ""sex"": null,
    ""weight"": null,
    ""key_characteristics"": ""ICI-associated myocarditis patients; severity: 46.5% severe (Grades 3-4); overall mortality in severe subgroup 54.5%""
  },
  ""intervention"": {
    ""name"": ""multimodal regimen (plasmapheresis + high-dose corticosteroids + intravenous immunoglobulin + mycophenolate mofetil)"",
    ""dose"": null,
    ""frequency"": null,
    ""duration"": null
  },
  ""outcomes"": [
    {
      ""measure"": ""NT-proBNP median level in fatal cases vs survivors"",
      ""timepoint"": ""baseline"",
      ""effect"": ""13,804 vs 4,050 pg/mL"",
      ""ci"": ""P<0.001""
    },
    {
      ""measure"": ""NT-proBNP as independent predictor of mortality"",
      ""timepoint"": ""baseline"",
      ""effect"": ""OR 4.3"",
      ""ci"": ""95% CI 1.2-21.9""
    },
    {
      ""measure"": ""mortality in severe myocarditis subgroup"",
      ""timepoint"": ""during follow-up"",
      ""effect"": ""54.5% (18/33)"",
      ""ci"": null
    },
    {
      ""measure"": ""tolerance of immunotherapy rechallenge"",
      ""timepoint"": ""during subsequent cycles"",
      ""effect"": ""77.8% (7/9)"",
      ""ci"": null
    },
    {
      ""measure"": ""recurrence of immune toxicity in prior Grade 2 myocarditis patients"",
      ""timepoint"": ""upon rechallenge"",
      ""effect"": ""22.2% (2/9)"",
      ""ci"": null
    }
  ],
  ""safety"": [
    {
      ""event"": ""ICI-associated myocarditis (overall incidence)"",
      ""rate"": ""0.99% (71/7157)""
    },
    {
      ""event"": ""severe myocarditis (Grades 3-4) among myocarditis patients"",
      ""rate"": ""46.5% (33/71)""
    },
    {
      ""event"": ""mortality among severe myocarditis patients"",
      ""rate"": ""54.5% (18/33)""
    },
    {
      ""event"": ""recurrent immune toxicity upon immunotherapy rechallenge"",
      ""rate"": ""22.2% (2/9)""
    }
  ],
  ""other_facts"": ""Study period: August 2018-August 2024. Total ICI-treated patients: 7,157. Myocarditis severity graded per ASCO guidelines. Binary logistic regression identified NT-proBNP as independent predictor of mortality (OR 4.3, 95% CI 1.2-21.9, P=0.023). Multimodal regimen (plasmapheresis + high-dose corticosteroids + IVIG + mycophenolate mofetil) associated with improved survival. Among nine patients rechallenged with immunotherapy, seven tolerated without recurrent immune toxicity, two with prior Grade 2 myocarditis experienced symptom recurrence."",
  ""summary"": ""This single-center retrospective cohort study of 71 patients with ICI-associated myocarditis found that elevated NT-proBNP independently predicted mortality, a multimodal regimen was associated with improved survival, and immunotherapy rechallenge was feasible in most patients but caution warranted in those with prior moderate-grade myocarditis.""
}"
